# HIP	RA degrees (ICRS)	Dec degrees	V magnitude
74305	227.8166	-55.3460	5.45
74376	227.9836	-48.7378	3.88
74380	227.9903	-48.7437	5.7
74386	228.0178	18.9760	5.9
74392	228.0554	-19.7917	4.54
74395	228.0712	-52.0992	3.41
74449	228.2066	-44.5004	4.83
74539	228.4721	-26.1936	5.84
74561	228.5252	31.7878	5.98
74582	228.5799	-70.0795	5.75
74596	228.6215	29.1643	5.28
74604	228.6555	-31.5191	4.91
74605	228.6597	67.3467	5.15
74649	228.7973	4.9394	5.32
74666	228.8757	33.3148	3.46
74689	228.9545	0.3721	5.62
74696	228.9736	-48.0737	5.96
74707	229.0168	-41.4912	5.15
74732	229.0959	-22.3994	5.52
74750	229.1529	-60.9040	5.74
74778	229.2371	-60.9573	5.04
74785	229.2517	-9.3829	2.61
74793	229.2745	71.8239	5.02
74824	229.3785	-58.8012	4.07
74837	229.4120	-63.6105	4.85
74857	229.4577	-30.1487	4.35
74896	229.6021	20.5728	5.68
74901	229.6089	-0.4612	5.88
74911	229.6334	-47.8753	4.27
74941	229.7048	-60.4963	5.43
74946	229.7274	-68.6795	2.87
74950	229.7349	-40.7882	5.59
74975	229.8283	1.7654	5.04
75043	230.0215	51.9585	5.65
75049	230.0357	29.6162	5.51
75097	230.1821	71.8340	3
75119	230.2583	0.7153	5.35
75127	230.2817	-5.8249	5.54
75141	230.3430	-40.6475	3.22
75177	230.4515	-36.2614	3.57
75178	230.4524	32.9337	5.38
75181	230.4506	-48.3176	5.65
75206	230.5345	-47.9278	4.99
75256	230.6552	62.0471	5.99
75257	230.6557	39.5815	5.56
75260	230.6601	63.3414	5.72
75264	230.6703	-44.6896	3.37
75304	230.7890	-36.8585	4.54
75308	230.7938	-60.6572	5.65
75312	230.8013	30.2878	4.99
75323	230.8444	-59.3208	4.48
75352	230.9677	-12.3695	5.72
75379	231.0495	-10.3223	4.92
75411	231.1226	37.3772	4.31
75439	231.1875	-39.7103	5.36
75458	231.2324	58.9661	3.29
75501	231.3342	-38.7336	4.6
75530	231.4475	15.4280	5.16
75565	231.5613	-68.3092	5.89
75572	231.5724	34.3360	5.46
75647	231.8255	-36.7676	5.46
75665	231.8878	-64.5315	5.71
75695	231.9572	29.1057	3.66
75696	231.9643	60.6702	5.9
75730	232.0642	-16.7165	5.64
75761	232.1593	1.8421	5.15
75828	232.3511	-46.7327	5.26
75944	232.6683	-16.6095	5.82
75973	232.7323	40.8330	5.04
75974	232.7324	64.2087	5.74
76008	232.8539	77.3494	5
76013	232.8784	-73.3896	5.4
76041	232.9458	40.8993	4.98
76106	233.1529	-19.6705	5.5
76126	233.2301	-16.8528	5.53
76127	233.2324	31.3591	4.14
76133	233.2414	-1.1864	5.5
76207	233.5071	-40.0664	5.82
76219	233.5446	-10.0645	4.61
76243	233.6105	-9.1834	5.16
76259	233.6555	-28.0470	5.13
76267	233.6720	26.7147	2.22
76276	233.7006	10.5389	3.8
76297	233.7852	-41.1668	2.8
76307	233.8122	39.0101	5.14
76311	233.8175	53.9221	5.97
76333	233.8816	-14.7895	3.91
76371	233.9719	-44.9584	4.55
76376	233.9877	54.6306	5.77
76397	234.0504	-44.3968	5.44
76424	234.1218	16.1191	5.93
76425	234.1232	10.0102	5.26
76440	234.1801	-66.3170	4.11
76470	234.2560	-28.1351	3.6
76509	234.3834	54.5087	5.85
76519	234.4130	69.2833	5.65
76532	234.4502	-23.1417	5.79
76534	234.4567	40.3534	5.25
76552	234.5134	-42.5673	4.34
76568	234.5676	46.7978	5.76
76569	234.5678	-21.0163	5.82
76594	234.6425	50.4233	5.84
76600	234.6640	-29.7778	3.66
76618	234.7061	-52.3727	5.43
76628	234.7273	-19.3019	5.36
76669	234.8445	36.6358	4.64
76705	234.9416	-34.4119	4.66
76716	234.9856	-59.9083	5.95
76742	235.0704	-23.8181	4.97
76750	235.0889	-73.4467	5.64
76810	235.2463	16.0246	6
76829	235.2974	-44.6612	4.64
76852	235.3877	19.6704	4.51
76866	235.4476	12.8475	5.34
76877	235.4778	-76.0820	5.95
76878	235.4780	18.4640	5.8
76880	235.4867	-19.6788	4.75
76939	235.6596	-37.4249	5.23
76945	235.6709	-34.7104	4.75
76952	235.6857	26.2956	3.81
76957	235.7115	52.3609	5.48
76996	235.8205	-84.4653	5.57
77048	235.9971	32.5158	5.57
77052	236.0076	2.5152	5.86
77055	236.0147	77.7945	4.29
77060	236.0183	-15.6728	5.41
77070	236.0670	6.4256	2.63
77086	236.0945	-41.8191	5.93
77163	236.3478	5.4473	5.57
77227	236.5235	-1.8042	5.39
77233	236.5469	15.4218	3.65
77257	236.6109	7.3531	4.42
77272	236.6448	55.4748	5.94
77277	236.6667	62.5996	5.19
77286	236.6842	-34.6825	5.61
77336	236.8222	14.1153	5.71
77370	236.9080	55.3766	5.85
77390	236.9711	-65.4423	5.54
77412	237.0554	13.7891	5.98
77442	237.1434	28.1567	5.89
77450	237.1849	18.1416	4.09
77464	237.2367	-3.8185	5.53
77512	237.3985	26.0684	4.59
77516	237.4050	-3.4302	3.54
77541	237.4896	-48.9124	5.86
77562	237.5295	-53.2098	5.78
77578	237.5731	2.1965	5.21
77622	237.7040	4.4777	3.71
77634	237.7397	-33.6272	3.97
77635	237.7448	-25.7513	4.63
77645	237.7784	-55.0555	5.74
77655	237.8080	35.6574	4.79
77660	237.8150	-3.0905	5.09
77661	237.8163	20.9779	4.74
77678	237.8809	-47.0608	6
77738	238.0690	55.8267	5.81
77760	238.1689	42.4515	4.6
77811	238.3336	-20.1670	5.04
77840	238.4030	-25.3271	4.59
77853	238.4564	-16.7293	4.13
77858	238.4746	-24.5332	5.38
77859	238.4828	-23.9781	5.41
77902	238.6442	20.3110	5.45
77907	238.6577	43.1386	5.35
77909	238.6647	-25.2437	5.87
77939	238.7515	-19.3829	5.95
77952	238.7857	-63.4307	2.83
77982	238.8733	-68.6030	5.11
77984	238.8753	-26.2660	5.63
77986	238.8775	42.5662	5.73
77990	238.8849	-60.1776	5.78
78012	238.9483	37.9470	5.43
78045	239.0246	-60.4825	5.76
78072	239.1133	15.6616	3.85
78104	239.2212	-29.2141	3.87
78105	239.2229	-33.9661	5.14
78106	239.2255	-33.9643	5.59
78132	239.3107	14.4145	5.54
78142	239.3389	-36.1853	5.78
78159	239.3969	26.8779	4.14
78168	239.4186	-20.9831	5.84
78180	239.4477	54.7498	4.96
78207	239.5474	-14.2794	4.95
78246	239.6453	-24.8315	5.43
78265	239.7130	-26.1141	2.89
78276	239.7405	36.6438	5.61
78279	239.7423	-65.0376	5.74
78323	239.8761	-41.7444	4.99
78384	240.0305	-38.3967	3.42
78400	240.0816	-16.5334	5.47
78401	240.0834	-22.6217	2.29
78436	240.1985	-8.4114	5.53
78442	240.2131	4.4274	5.82
78459	240.2611	33.3035	5.39
78481	240.3097	17.8184	5.1
78493	240.3607	29.8511	4.98
78527	240.4723	58.5653	4.01
78542	240.5232	52.9159	5.93
78554	240.5737	22.8045	4.82
78592	240.6996	46.0367	4.72
78639	240.8037	-49.2297	4.65
78649	240.8307	36.6318	5.79
78650	240.8359	-25.8652	4.96
78655	240.8508	-38.6025	4.9
78661	240.8806	76.7939	5.73
78662	240.8837	-57.7751	4.63
78665	240.8932	-32.0005	6
78727	241.0901	-11.3736	4.16
78747	241.1534	-37.8630	5.91
78820	241.3593	-19.8055	2.56
78821	241.3606	-19.8019	4.9
78868	241.4826	-72.4009	5.7
78877	241.5266	-23.6063	5.9
78893	241.5820	67.8101	5.44
78914	241.6227	-45.1732	4.73
78918	241.6481	-36.8023	4.22
78933	241.7018	-20.6692	3.93
78970	241.8176	-36.7557	5.72
78990	241.8514	-20.8688	4.31
79005	241.9017	-12.7454	5.75
79007	241.9064	9.8917	5.63
79043	242.0189	17.0470	5
79050	242.0316	-26.3267	5.35
79072	242.1170	8.5343	5.69
79098	242.1822	-23.6854	5.86
79101	242.1924	44.9349	4.23
79119	242.2429	36.4909	4.73
79120	242.2453	3.4545	5.93
79137	242.2967	6.3787	5.93
79153	242.3273	-57.9343	5.57
79195	242.4605	-3.4667	5.39
79199	242.4691	-33.5458	5.5
79280	242.7064	75.8776	5.48
79302	242.7586	-29.4162	5.09
79320	242.8238	-41.1198	5.86
79349	242.9085	23.4948	5.74
79357	242.9483	42.3746	5.89
79358	242.9502	36.4251	5.62
79374	242.9989	-19.4607	4
79375	243.0000	-10.0643	4.93
79387	243.0305	-8.5476	5.43
79399	243.0668	-28.4173	5.67
79404	243.0759	-27.9264	4.58
79488	243.3143	5.0211	5.46
79497	243.3446	-55.5409	5.78
79509	243.3697	-54.6305	4.95
79540	243.4621	-11.8377	5.24
79593	243.5864	-3.6943	2.73
79596	243.5932	-33.0111	5.91
79607	243.6702	33.8586	5.23
79653	243.8138	-47.3720	5.13
79664	243.8595	-63.6857	3.86
79666	243.8693	18.8081	5.72
79672	243.9053	-8.3694	5.49
79689	243.9575	-57.9123	5.61
79754	244.1803	-53.8111	5.45
79757	244.1866	29.1503	5.8
79790	244.2539	-50.0681	4.97
79797	244.2726	-67.9413	5.95
79804	244.3139	59.7550	5.37
79822	244.3762	75.7553	4.95
79881	244.5746	-28.6140	4.8
79882	244.5804	-4.6925	3.23
79938	244.7518	-14.8728	5.97
79953	244.7967	49.0382	5.93
79963	244.8235	-42.6740	5.44
79980	244.8864	-30.9067	5.53
79992	244.9352	46.3134	3.91
80000	244.9601	-50.1555	4.01
80008	244.9798	39.7086	5.48
80047	245.0867	-78.6957	4.68
80054	245.1052	-55.1397	5.76
80057	245.1119	-78.6675	5.27
80079	245.1591	-24.1693	4.55
80112	245.2972	-25.5928	2.9
80161	245.4530	69.1094	5.26
80170	245.4801	19.1531	3.74
80179	245.5181	1.0290	4.82
80181	245.5243	30.8920	4.86
80197	245.5893	33.7991	5.2
80208	245.6166	-49.5724	5.32
80212	245.6211	-43.9121	5.89
80214	245.6217	33.7035	5.4
80309	245.9465	61.6965	5.67
80331	245.9979	61.5142	2.73
80337	246.0054	-39.1930	5.37
80343	246.0258	-20.0373	4.48
80351	246.0451	6.9482	5.83
80375	246.1056	55.2051	5.75
80390	246.1323	-37.5660	5.42
80399	246.1657	-29.7047	5.4
80460	246.3507	37.3941	5.53
80463	246.3540	14.0333	4.57
80473	246.3963	-23.4472	4.57
80480	246.4299	78.9639	5.55
80569	246.7560	-18.4563	4.22
80582	246.7960	-47.5548	4.46
80620	246.9311	-7.5979	5.24
80628	246.9508	-8.3717	4.62
80645	246.9889	-64.0579	5.28
80650	246.9959	68.7681	4.94
80672	247.0603	-37.1799	5.79
80675	247.0632	-58.5998	5.67
80686	247.1173	-70.0844	4.9
80693	247.1416	0.6650	5.41
80704	247.1606	41.8817	4.83
80763	247.3519	-26.4320	1.06
80782	247.4264	-46.2432	5.35
80793	247.4455	-14.5509	5.66
80815	247.5520	-25.1152	4.79
80816	247.5550	21.4896	2.78
80843	247.6398	20.4792	5.24
80874	247.7057	-61.6335	5.19
80883	247.7284	1.9839	3.82
80894	247.7849	-16.6127	4.29
80898	247.8060	22.1955	5.76
80911	247.8456	-34.7044	4.24
80945	247.9240	-41.8171	5.31
80953	247.9468	45.5983	5.61
80975	248.0342	-21.4664	4.45
80991	248.1070	60.8233	5.92
81007	248.1487	5.5212	5.63
81008	248.1512	11.4880	4.84
81065	248.3628	-78.8971	3.86
81122	248.5209	-44.0453	4.86
81126	248.5258	42.4370	4.2
81141	248.5806	-70.9881	5.5
81252	248.9367	-65.4954	5.5
81266	248.9706	-28.2160	2.82
81289	249.0467	46.6133	5.83
81290	249.0476	52.9000	5.53
81292	249.0572	52.9244	5.07
81300	249.0894	-2.3246	5.77
81304	249.0936	-35.2553	4.18
81305	249.0940	-42.8589	5.46
81377	249.2897	-10.5671	2.54
81437	249.5019	56.0155	5.28
81472	249.6095	-43.3984	5.83
81497	249.6869	48.9283	4.86
81523	249.7718	-37.2174	5.93
81641	250.1612	4.2198	5.77
81660	250.2297	64.5890	4.84
81693	250.3215	31.6027	2.81
81702	250.3351	-48.7630	5.57
81710	250.3463	-68.2961	5.89
81724	250.3933	-17.7422	4.91
81729	250.4029	26.9169	5.92
81733	250.4176	-49.6516	5.62
81734	250.4270	1.1812	5.74
81741	250.4394	-33.1458	5.84
81754	250.4737	-19.9244	5.55
81833	250.7240	38.9223	3.48
81852	250.7694	-77.5174	4.23
81854	250.7762	77.5140	5.99
81966	251.1656	-53.1523	5.96
81972	251.1775	-40.8397	5.64
81992	251.2508	-28.5097	5.99
82020	251.3242	56.7819	4.84
82028	251.3438	15.7453	5.6
82073	251.4579	8.5826	5.15
82080	251.4927	82.0373	4.21
82110	251.5884	-58.5036	5.74
82129	251.6666	-67.1097	5.1
82135	251.6998	-39.3770	5.48
82171	251.8319	-58.3414	5.55
82172	251.8323	42.2389	5.86
82216	251.9434	5.2467	5.22
82273	252.1662	-69.0277	1.91
82321	252.3092	45.9833	4.82
82350	252.3944	13.2611	5.91
82363	252.4465	-59.0414	3.77
82369	252.4585	-10.7830	4.64
82396	252.5409	-34.2932	2.29
82402	252.5808	7.2477	5.48
82422	252.6623	29.8065	5.73
82480	252.8539	1.2159	5.51
82493	252.8905	-41.2305	5.23
82504	252.9386	24.6564	5.03
82514	252.9676	-38.0474	3
82545	253.0839	-38.0175	3.56
82587	253.2419	31.7017	5.34
82611	253.3232	47.4167	5.99
82621	253.3551	-20.4156	5.86
82650	253.4268	-43.0510	5.95
82671	253.4989	-42.3620	4.7
82672	253.5015	-57.9095	5.91
82673	253.5020	10.1654	4.39
82676	253.5077	-41.8064	5.46
82716	253.6123	-42.4789	5.84
82729	253.6459	-42.3613	3.62
82730	253.6487	-6.1540	5.23
82764	253.7299	20.9585	5.39
82775	253.7438	-41.1509	5.78
82802	253.8424	18.4332	5.35
82806	253.8529	-63.2697	5.99
82860	254.0070	65.1348	4.88
82902	254.1199	-52.2837	5.94
82925	254.2002	-23.1503	5.57
82960	254.2966	-33.2595	5.48
83000	254.4171	9.3750	3.19
83057	254.5747	-50.6412	5.53
83081	254.6550	-55.9901	3.12
83150	254.8915	-69.2682	5.79
83153	254.8960	-53.1604	4.06
83176	254.9904	-25.0922	5.88
83187	255.0262	-54.5972	5.64
83196	255.0396	-24.9891	5.74
83207	255.0724	30.9264	3.92
83216	255.1123	-48.6478	5.98
83235	255.1541	-35.9341	5.95
83254	255.2422	22.6321	5.69
83262	255.2650	-4.2226	4.82
83313	255.4015	33.5683	5.27
83336	255.4693	-32.1435	5.03
83367	255.5779	25.5056	5.76
83430	255.7828	14.0919	4.97
83431	255.7863	-53.2370	5.27
83478	255.9138	13.6053	5.91
83491	255.9623	-38.1526	5.91
83535	256.1030	-57.7122	5.73
83574	256.2056	-34.1229	4.83
83601	256.3201	0.7026	6
83608	256.3338	54.4700	4.91
83613	256.3445	12.7408	4.89
83635	256.3844	-0.8921	5.63
83692	256.5752	22.0842	5.56
83693	256.5841	-37.2276	5.98
83838	257.0086	35.9352	5.41
83854	257.0619	-17.6091	5.98
83895	257.1966	65.7147	3.17
83896	257.1981	-30.4037	5.93
83947	257.3885	40.7770	5.07
83962	257.4498	-10.5233	5.43
84012	257.5945	-15.7249	2.43
84033	257.6763	-44.5577	5.06
84105	257.9112	-48.8734	5.94
84143	258.0383	-43.2392	3.32
84150	258.0675	-39.5069	5.66
84177	258.1159	10.5852	5.32
84183	258.1357	62.8743	5.54
84226	258.2440	-32.4383	5.95
84248	258.3245	-67.1966	5.87
84345	258.6619	14.3903	2.78
84379	258.7580	24.8392	3.12
84380	258.7618	36.8092	3.16
84401	258.8302	-33.5484	5.6
84402	258.8345	-14.5841	5.98
84405	258.8374	-26.6028	4.33
84425	258.8998	-38.5939	5.95
84431	258.9228	23.7428	5.99
84500	259.1321	1.2105	5.89
84514	259.1529	-0.4453	4.72
84551	259.2652	-32.6628	5.53
84573	259.3315	33.1001	4.8
84606	259.4177	37.2915	4.64
84626	259.5028	-24.2869	5.14
84631	259.5206	17.3179	6
84656	259.5970	38.8114	5.97
84671	259.6541	10.8645	5.03
84690	259.6993	-44.1297	5.76
84691	259.7022	28.8230	5.68
84709	259.7382	-34.9898	5.91
84720	259.7660	-46.6362	5.47
84731	259.8021	-59.6946	5.93
84769	259.9046	80.1364	5.74
84821	260.0410	25.5376	5.36
84833	260.0786	18.0571	5.01
84835	260.0880	46.2408	5.51
84862	260.1649	32.4677	5.38
84880	260.2069	-12.8469	4.32
84887	260.2259	24.4994	5.13
84893	260.2516	-21.1129	4.39
84949	260.4317	39.9746	5.55
84950	260.4390	53.4204	5.69
84969	260.4978	-67.7707	4.76
84970	260.5024	-24.9995	3.27
84979	260.5245	-70.1232	5.39
85048	260.7281	-37.2208	5.91
85049	260.7301	-58.0103	5.86
85068	260.7797	-56.5255	5.76
85079	260.8170	-47.4682	5.21
85084	260.8400	-28.1428	5.3
85112	260.9206	37.1459	4.15
85139	260.9901	8.8526	5.77
85147	261.0045	-62.8642	5.69
85157	261.0274	22.9603	5.7
85162	261.0545	-44.1626	5.1
85169	261.0783	-60.6738	5.76
85185	261.1314	16.3010	5.75
85207	261.1751	-21.4415	5.82
85258	261.3250	-55.5299	2.84
85267	261.3486	-56.3777	3.31
85290	261.4223	60.0484	5.65
85312	261.5002	-50.6335	5.19
85340	261.5926	-24.1753	4.16
85355	261.6287	4.1404	4.34
85365	261.6578	-5.0866	4.53
85379	261.6843	48.2601	5.83
85382	261.6923	34.6958	5.94
85385	261.7047	20.0810	5.52
85389	261.7166	-45.8430	5.28
85409	261.8019	-50.6304	5.9
85423	261.8386	-29.8670	4.28
85442	261.9065	-29.7246	5.98
85470	261.9900	-52.2972	5.72
85520	262.1621	-55.1697	5.93
85537	262.2069	0.3306	5.41
85543	262.2337	-36.7783	5.98
85667	262.5992	-1.0629	5.31
85670	262.6082	52.3014	2.79
85693	262.6846	26.1106	4.41
85696	262.6910	-37.2958	2.7
85699	262.6983	86.9680	5.78
85715	262.7307	31.1581	5.63
85727	262.7746	-60.6838	3.6
85749	262.8389	2.7245	5.57
85751	262.8470	-56.9210	5.99
85755	262.8540	-23.9626	4.78
85760	262.8644	-80.8591	5.83
85790	262.9566	28.4075	5.66
85792	262.9604	-49.8761	2.84
85805	262.9911	68.1350	5.07
85819	263.0440	55.1842	4.89
85822	263.0542	86.5865	4.35
85829	263.0668	55.1730	4.86
85888	263.2802	41.2434	5.72
85889	263.2808	-41.1731	5.84
85912	263.3451	19.2567	5.65
85922	263.3744	-5.7448	5.61
85927	263.4022	-37.1038	1.62
85930	263.4141	16.3176	5.68
85998	263.6529	9.5867	5.8
86011	263.6771	-32.5817	5.69
86019	263.6931	-11.2420	5.54
86032	263.7336	12.5600	2.08
86036	263.7483	61.8746	5.23
86092	263.9150	-46.5057	4.56
86170	264.1368	-38.6353	4.26
86182	264.1569	48.5856	5.35
86201	264.2379	68.7580	4.77
86219	264.2870	72.4558	5.87
86228	264.3297	-42.9978	1.86
86248	264.3638	-50.0597	5.89
86254	264.3796	24.3100	5.76
86263	264.3967	-15.3986	3.54
86266	264.4009	-15.5710	5.94
86284	264.4613	-8.1188	4.58
86305	264.5230	-54.5004	5.25
86313	264.5396	-10.9263	5.74
86414	264.8662	46.0063	3.82
86486	265.0993	-49.4156	4.76
86552	265.3177	-46.9218	5.78
86561	265.3407	51.8182	6
86565	265.3536	-12.8753	4.24
86575	265.3847	6.3132	5.97
86614	265.4848	72.1488	4.57
86620	265.4921	72.1569	5.81
86623	265.4943	15.9524	5.54
86667	265.6182	24.5641	5.56
86670	265.6220	-39.0300	2.39
86698	265.7129	-36.9456	5.53
86731	265.8399	24.3278	5.73
86736	265.8575	-21.6832	4.86
86742	265.8681	4.5673	2.76
86782	265.9966	53.8017	5.75
86796	266.0363	-51.8341	5.12
86847	266.1750	-42.7293	5.87
86871	266.2328	-57.5455	5.97
86929	266.4333	-64.7239	3.61
86974	266.6147	27.7207	3.42
87044	266.7835	17.6970	5.61
87072	266.8901	-27.8308	4.53
87073	266.8962	-40.1270	2.99
87074	266.9032	-14.7258	5.93
87108	266.9732	2.7073	3.75
87158	267.1032	20.5654	5.69
87194	267.2048	25.6229	5.09
87212	267.2679	50.7811	5.02
87220	267.2937	-31.7032	4.79
87234	267.3626	76.9629	5.02
87261	267.4645	-37.0433	3.19
87294	267.5463	-40.0904	4.78
87308	267.5954	29.3221	5.51
87314	267.6183	-53.6124	5.68
87390	267.8856	-40.7725	5.94
87393	267.8978	-60.1641	5.78
87460	268.0569	-34.7992	5.88
87472	268.0823	-34.4168	5.84
87491	268.1477	1.3050	5.91
87558	268.3091	6.1014	5.77
87563	268.3251	40.0080	5.17
87569	268.3478	-34.8951	5.58
87585	268.3822	56.8726	3.73
87616	268.4782	-34.7527	6
87728	268.7965	72.0051	5.43
87747	268.8550	26.0500	5.47
87777	268.9617	22.4642	5.62
87808	269.0633	37.2505	3.86
87812	269.0767	0.6704	5.82
87813	269.0793	-15.8125	5.93
87833	269.1515	51.4889	2.24
87836	269.1743	-28.0654	5.76
87846	269.1976	-44.3422	4.85
87847	269.1989	-4.0818	5.44
87875	269.2680	0.0667	5.95
87933	269.4412	29.2479	3.7
87936	269.4492	-41.7163	4.88
87998	269.6256	30.1893	4.41
88012	269.6627	-28.7591	5.99
88038	269.7320	-36.8584	5.74
88048	269.7566	-9.7736	3.32
88060	269.7720	-30.2530	5
88101	269.9032	-4.8211	5.86
88116	269.9481	-23.8161	4.74
88122	269.9842	45.5014	5.69
88128	270.0142	16.7509	4.67
88136	270.0384	80.0041	5.74
88149	270.0658	4.3686	4.79
88175	270.1209	-3.6903	4.62
88192	270.1613	2.9316	3.93
88267	270.3767	21.5958	4.26
88290	270.4383	1.3051	4.42
88298	270.4766	-22.7803	5.72
88331	270.5960	20.8336	5.25
88380	270.7129	-24.2825	5.37
88404	270.7705	-8.1803	4.77
88469	270.9685	-24.3607	5.89
88550	271.2099	-35.9014	5.98
88567	271.2551	-29.5801	4.66
88601	271.3637	2.5001	4.03
88635	271.4520	-30.4241	2.98
88636	271.4567	32.2307	5.72
88657	271.5079	22.2189	4.96
88670	271.5308	-8.3240	5.84
88684	271.5633	-4.7513	5.74
88694	271.5988	-36.0198	5.94
88714	271.6578	-50.0915	3.65
88726	271.7079	-43.4252	4.92
88745	271.7564	30.5621	5.05
88765	271.8265	8.7339	4.64
88771	271.8374	9.5638	3.71
88788	271.8697	43.4619	5
88794	271.8856	28.7625	3.84
88816	271.9514	-17.1542	5.52
88817	271.9563	26.0973	5.79
88818	271.9565	26.1013	5.83
88836	272.0093	36.4013	5.49
88839	272.0207	-28.4571	4.55
88866	272.1451	-63.6686	4.33
88886	272.1895	20.8146	4.37
88899	272.2203	20.0452	5.1
88964	272.3912	3.9933	5.71
89000	272.4751	3.1198	5.67
89008	272.4958	36.4663	5.57
89020	272.5242	-30.7287	5.53
89042	272.6090	-62.0022	5.47
89047	272.6318	54.2866	5.97
89065	272.6679	3.3243	5.5
89099	272.7732	-41.3591	5.86
89112	272.8073	-45.9544	4.52
89115	272.8158	-75.8915	5.86
89153	272.9306	-23.7012	4.96
89156	272.9380	33.4471	5.98
89172	272.9757	31.4053	4.96
89234	273.1419	-73.6724	5.86
89290	273.3029	-41.3361	5.47
89341	273.4409	-21.0588	3.84
89348	273.4743	64.3973	4.99
89369	273.5663	-21.7132	5.49
89439	273.8038	-20.7283	5.29
89440	273.8040	-20.3880	5.96
89448	273.8212	68.7558	5.96
89482	273.9116	42.1593	5.56
89487	273.9192	-63.0554	5.58
89507	273.9727	-44.2065	5.45
89587	274.2213	-3.0074	5.99
89605	274.2814	-56.0234	5.36
89609	274.2985	-17.3739	5.81
89642	274.4068	-36.7617	3.1
89678	274.5133	-27.0426	4.66
89772	274.7897	7.2598	5.41
89773	274.7945	24.4461	5.3
89826	274.9655	36.0645	4.33
89851	275.0366	-15.8317	5.39
89861	275.0746	21.9613	4.92
89908	275.1893	71.3378	4.22
89918	275.2169	3.3772	4.85
89925	275.2374	29.8589	5.61
89931	275.2485	-29.8281	2.72
89935	275.2543	28.8700	5.12
89937	275.2641	72.7328	3.55
89962	275.3275	-2.8988	3.23
89968	275.3458	-18.8600	5.76
89981	275.3861	49.1216	5.02
90023	275.5363	23.2852	5.41
90037	275.5774	-38.6569	5.09
90052	275.6472	12.0297	5.99
90067	275.7043	17.8266	5.25
90074	275.7212	-36.6696	5.33
90096	275.8007	-12.0148	5.71
90098	275.8068	-61.4939	4.35
90124	275.8701	-36.2380	5.52
90133	275.9019	-75.0443	5.47
90135	275.9149	-8.9344	4.66
90139	275.9245	21.7698	3.85
90156	275.9775	58.8007	4.98
90185	276.0430	-34.3846	1.79
90191	276.0574	39.5072	5.11
90200	276.0760	-44.1103	5.24
90260	276.2559	-30.7566	5.58
90289	276.3377	-20.5417	4.81
90313	276.4117	8.0320	5.64
90342	276.4949	29.8289	5.81
90344	276.4964	65.5635	4.82
90414	276.7251	-48.1172	5.44
90422	276.7434	-45.9685	3.49
90441	276.8021	0.1961	5.2
90485	276.9562	-29.8169	5.9
90496	276.9927	-25.4217	2.82
90497	276.9949	6.1941	5.71
90541	277.1130	-38.9957	5.63
90568	277.2077	-49.0706	4.1
90595	277.2994	-14.5658	4.67
90606	277.3331	-80.2327	5.95
90637	277.3988	23.8662	5.87
90642	277.4207	-1.9853	5.38
90647	277.4374	77.5471	5.65
90662	277.4831	-47.2205	5.69
90664	277.4864	-57.5231	5.74
90687	277.5494	-18.7288	5.63
90762	277.7685	16.9286	5.76
90763	277.7702	-32.9891	5.37
90797	277.8434	-62.2783	4.63
90804	277.8571	-10.7958	5.77
90806	277.8596	-18.4027	5.12
90830	277.9393	-45.9148	4.92
90842	277.9843	-43.5074	5.71
90844	277.9875	-1.0030	5.93
90853	278.0081	-45.7574	5.07
90887	278.0889	-39.7040	5.16
90905	278.1438	57.0456	4.77
90913	278.1805	-14.8657	5.47
90915	278.1923	23.6168	5.88
90923	278.2082	30.5542	5.47
90930	278.2306	-73.9656	5.88
90968	278.3464	-38.7260	5.67
90982	278.3758	-42.3125	4.62
90991	278.4126	-14.8536	5.74
91004	278.4729	-24.0323	5.49
91013	278.4862	52.3535	5.38
91014	278.4907	-33.0166	5.28
91105	278.7600	-10.9772	5.12
91117	278.8018	-8.2441	3.85
91118	278.8025	18.2034	5.79
91139	278.8767	23.6055	5.62
91217	279.1160	9.1225	5.38
91235	279.1556	33.4690	5.41
91237	279.1628	6.6718	5.43
91262	279.2347	38.7837	0.03
91315	279.3896	62.5266	5.74
91322	279.3998	-0.3095	5.76
91347	279.4768	-21.3977	5.93
91405	279.6280	-23.5049	5.78
91438	279.7225	-21.0519	5.85
91461	279.8096	-47.9098	5.84
91494	279.8965	-43.1859	5.42
91525	279.9701	52.1961	6
91532	280.0016	-7.7908	5.82
91726	280.5684	-9.0525	4.7
91755	280.6581	55.5395	5.03
91792	280.7589	-71.4281	4.01
91845	280.8802	-8.2752	4.88
91854	280.9056	-64.5514	5.76
91875	280.9456	-38.3234	5.11
91883	280.9650	31.9266	5.68
91918	281.0807	-35.6420	4.86
91919	281.0848	39.6701	4.67
91926	281.0949	39.6127	4.59
91971	281.1932	37.6051	4.34
91973	281.2008	37.5946	5.73
91974	281.2067	-25.0109	5.82
91975	281.2081	2.0600	5.02
91989	281.2382	-39.6862	5.4
92024	281.3621	-64.8713	4.78
92027	281.3682	5.5001	5.82
92041	281.4141	-26.9908	3.17
92043	281.4155	20.5463	4.19
92056	281.4449	74.0856	5.25
92088	281.5187	26.6621	4.83
92111	281.5859	-22.3922	5.37
92112	281.5926	75.4340	5.37
92117	281.6191	-0.9617	5.89
92133	281.6795	52.9880	5.91
92136	281.6805	-10.1250	5.69
92161	281.7553	18.1815	4.34
92175	281.7936	-4.7479	4.22
